,sentence,label,type
4428,you had better neglect your relations than run the       risk of offending your patroness           my dear sir   replied mr  collins   i am particularly obliged to       you for this friendly caution  and you may depend upon my not       taking so material a step without her ladyship s concurrence           you cannot be too much upon your guard ,2,train
4429,risk anything rather       than her displeasure  and if you find it likely to be raised by       your coming to us again  which i should think exceedingly       probable  stay quietly at home  and be satisfied that  we  shall       take no offence           believe me  my dear sir  my gratitude is warmly excited by such       affectionate attention  and depend upon it  you will speedily       receive from me a letter of thanks for this  and for every other       mark of your regard during my stay in hertfordshire ,2,val
4430,as for my       fair cousins  though my absence may not be long enough to render       it necessary  i shall now take the liberty of wishing them health       and happiness  not excepting my cousin elizabeth          with proper civilities the ladies then withdrew  all of them       equally surprised that he meditated a quick return ,2,train
4431,mrs  bennet       wished to understand by it that he thought of paying his       addresses to one of her younger girls  and mary might have been       prevailed on to accept him ,2,train
4432,she rated his abilities much higher       than any of the others  there was a solidity in his reflections       which often struck her  and though by no means so clever as       herself  she thought that if encouraged to read and improve       himself by such an example as hers  he might become a very       agreeable companion ,2,val
4433,but on the following morning  every hope of       this kind was done away ,2,train
4434,miss lucas called soon after breakfast        and in a private conference with elizabeth related the event of       the day before ,2,train
4435,the possibility of mr  collins s fancying himself in love with       her friend had once occurred to elizabeth within the last day or       two  but that charlotte could encourage him seemed almost as far       from possibility as she could encourage him herself  and her       astonishment was consequently so great as to overcome at first       the bounds of decorum  and she could not help crying out          engaged to mr  collins ,2,test
4436,my dear charlotte impossible          the steady countenance which miss lucas had commanded in telling       her story  gave way to a momentary confusion here on receiving so       direct a reproach  though  as it was no more than she expected        she soon regained her composure  and calmly replied          why should you be surprised  my dear eliza ,2,test
4437,do you think it       incredible that mr  collins should be able to procure any woman s       good opinion  because he was not so happy as to succeed with       you          but elizabeth had now recollected herself  and making a strong       effort for it  was able to assure with tolerable firmness that       the prospect of their relationship was highly grateful to her        and that she wished her all imaginable happiness ,2,train
4438, i see what you are feeling   replied charlotte ,2,test
4439, you must be       surprised  very much surprised so lately as mr  collins was       wishing to marry you ,2,test
4440,but when you have had time to think it       over  i hope you will be satisfied with what i have done ,2,train
4441,i am       not romantic  you know  i never was ,2,train
4442,i ask only a comfortable       home  and considering mr  collins s character  connection  and       situation in life  i am convinced that my chance of happiness       with him is as fair as most people can boast on entering the       marriage state          elizabeth quietly answered  undoubtedly   and after an awkward       pause  they returned to the rest of the family ,2,test
4443,charlotte did not       stay much longer  and elizabeth was then left to reflect on what       she had heard ,2,train
4444,it was a long time before she became at all       reconciled to the idea of so unsuitable a match ,2,train
4445,the strangeness       of mr  collins s making two offers of marriage within three days       was nothing in comparison of his being now accepted ,2,train
4446,she had       always felt that charlotte s opinion of matrimony was not exactly       like her own  but she had not supposed it to be possible that        when called into action  she would have sacrificed every better       feeling to worldly advantage ,2,train
4447,charlotte the wife of mr  collins       was a most humiliating picture ,2,test
4448,and to the pang of a friend       disgracing herself and sunk in her esteem  was added the       distressing conviction that it was impossible for that friend to       be tolerably happy in the lot she had chosen ,2,train
4449,chapter           elizabeth was sitting with her mother and sisters  reflecting on       what she had heard  and doubting whether she was authorised to       mention it  when sir william lucas himself appeared  sent by his       daughter  to announce her engagement to the family ,2,train
4450,with many       compliments to them  and much self gratulation on the prospect of       a connection between the houses  he unfolded the matter to an       audience not merely wondering  but incredulous  for mrs  bennet        with more perseverance than politeness  protested he must be       entirely mistaken  and lydia  always unguarded and often uncivil        boisterously exclaimed          good lord ,2,train
4451,sir william  how can you tell such a story ,2,val
4452,do not       you know that mr  collins wants to marry lizzy          nothing less than the complaisance of a courtier could have borne       without anger such treatment  but sir william s good breeding       carried him through it all  and though he begged leave to be       positive as to the truth of his information  he listened to all       their impertinence with the most forbearing courtesy ,2,train
4453,elizabeth  feeling it incumbent on her to relieve him from so       unpleasant a situation  now put herself forward to confirm his       account  by mentioning her prior knowledge of it from charlotte       herself  and endeavoured to put a stop to the exclamations of her       mother and sisters by the earnestness of her congratulations to       sir william  in which she was readily joined by jane  and by       making a variety of remarks on the happiness that might be       expected from the match  the excellent character of mr  collins        and the convenient distance of hunsford from london ,2,train
4454,mrs  bennet was in fact too much overpowered to say a great deal       while sir william remained  but no sooner had he left them than       her feelings found a rapid vent ,2,train
4455,in the first place  she       persisted in disbelieving the whole of the matter  secondly  she       was very sure that mr  collins had been taken in  thirdly  she       trusted that they would never be happy together  and fourthly        that the match might be broken off ,2,train
4456,two inferences  however  were       plainly deduced from the whole  one  that elizabeth was the real       cause of the mischief  and the other that she herself had been       barbarously misused by them all  and on these two points she       principally dwelt during the rest of the day ,2,val
4457,nothing could       console and nothing could appease her ,2,train
4458,nor did that day wear out       her resentment ,2,test
4459,a week elapsed before she could see elizabeth       without scolding her  a month passed away before she could speak       to sir william or lady lucas without being rude  and many months       were gone before she could at all forgive their daughter ,2,train
4460,mr  bennet s emotions were much more tranquil on the occasion        and such as he did experience he pronounced to be of a most       agreeable sort  for it gratified him  he said  to discover that       charlotte lucas  whom he had been used to think tolerably       sensible  was as foolish as his wife  and more foolish than his       daughter ,2,val
4461,jane confessed herself a little surprised at the match  but she       said less of her astonishment than of her earnest desire for       their happiness  nor could elizabeth persuade her to consider it       as improbable ,2,train
4462,kitty and lydia were far from envying miss lucas        for mr  collins was only a clergyman  and it affected them in no       other way than as a piece of news to spread at meryton ,2,train
4463,lady lucas could not be insensible of triumph on being able to       retort on mrs  bennet the comfort of having a daughter well       married  and she called at longbourn rather oftener than usual to       say how happy she was  though mrs  bennet s sour looks and       ill natured remarks might have been enough to drive happiness       away ,2,val
4464,between elizabeth and charlotte there was a restraint which kept       them mutually silent on the subject  and elizabeth felt persuaded       that no real confidence could ever subsist between them again ,2,test
4465,her disappointment in charlotte made her turn with fonder regard       to her sister  of whose rectitude and delicacy she was sure her       opinion could never be shaken  and for whose happiness she grew       daily more anxious  as bingley had now been gone a week and       nothing more was heard of his return ,2,train
4466,jane had sent caroline an early answer to her letter  and was       counting the days till she might reasonably hope to hear again ,2,val
4467,the promised letter of thanks from mr  collins arrived on       tuesday  addressed to their father  and written with all the       solemnity of gratitude which a twelvemonth s abode in the family       might have prompted ,2,train
4468,after discharging his conscience on that       head  he proceeded to inform them  with many rapturous       expressions  of his happiness in having obtained the affection of       their amiable neighbour  miss lucas  and then explained that it       was merely with the view of enjoying her society that he had been       so ready to close with their kind wish of seeing him again at       longbourn  whither he hoped to be able to return on monday       fortnight  for lady catherine  he added  so heartily approved his       marriage  that she wished it to take place as soon as possible        which he trusted would be an unanswerable argument with his       amiable charlotte to name an early day for making him the       happiest of men ,2,test
4469,mr  collins s return into hertfordshire was no longer a matter of       pleasure to mrs  bennet ,2,train
4470,on the contrary  she was as much       disposed to complain of it as her husband ,2,train
4471,it was very strange       that he should come to longbourn instead of to lucas lodge  it       was also very inconvenient and exceedingly troublesome ,2,val
4472,she hated       having visitors in the house while her health was so indifferent        and lovers were of all people the most disagreeable ,2,val
4473,such were       the gentle murmurs of mrs  bennet  and they gave way only to the       greater distress of mr  bingley s continued absence ,2,train
4474,neither jane nor elizabeth were comfortable on this subject ,2,val
4475,day       after day passed away without bringing any other tidings of him       than the report which shortly prevailed in meryton of his coming       no more to netherfield the whole winter  a report which highly       incensed mrs  bennet  and which she never failed to contradict as       a most scandalous falsehood ,2,train
4476,even elizabeth began to fear not that bingley was indifferent but       that his sisters would be successful in keeping him away ,2,test
4477,unwilling as she was to admit an idea so destructive of jane s       happiness  and so dishonorable to the stability of her lover  she       could not prevent its frequently occurring ,2,train
4478,the united efforts of       his two unfeeling sisters and of his overpowering friend        assisted by the attractions of miss darcy and the amusements of       london might be too much  she feared  for the strength of his       attachment ,2,val
4479,as for jane   her  anxiety under this suspense was  of course        more painful than elizabeth s  but whatever she felt she was       desirous of concealing  and between herself and elizabeth        therefore  the subject was never alluded to ,2,train
4480,but as no such       delicacy restrained her mother  an hour seldom passed in which       she did not talk of bingley  express her impatience for his       arrival  or even require jane to confess that if he did not come       back she would think herself very ill used ,2,test
4481,it needed all jane s       steady mildness to bear these attacks with tolerable       tranquillity ,2,train
4482,mr  collins returned most punctually on monday fortnight  but his       reception at longbourn was not quite so gracious as it had been       on his first introduction ,2,train
4483,he was too happy  however  to need       much attention  and luckily for the others  the business of       love making relieved them from a great deal of his company ,2,test
4484,the       chief of every day was spent by him at lucas lodge  and he       sometimes returned to longbourn only in time to make an apology       for his absence before the family went to bed ,2,train
4485,mrs  bennet was really in a most pitiable state ,2,train
4486,the very mention       of anything concerning the match threw her into an agony of       ill humour  and wherever she went she was sure of hearing it       talked of ,2,train
4487,the sight of miss lucas was odious to her ,2,test
4488,as her       successor in that house  she regarded her with jealous       abhorrence ,2,train
4489,whenever charlotte came to see them  she concluded       her to be anticipating the hour of possession  and whenever she       spoke in a low voice to mr  collins  was convinced that they were       talking of the longbourn estate  and resolving to turn herself       and her daughters out of the house  as soon as mr  bennet were       dead ,2,train
4490,she complained bitterly of all this to her husband ,2,train
4491, indeed  mr  bennet   said she   it is very hard to think that       charlotte lucas should ever be mistress of this house  that  i        should be forced to make way for  her   and live to see her take       her place in it           my dear  do not give way to such gloomy thoughts ,2,train
4492,let us hope       for better things ,2,test
4493,let us flatter ourselves that  i  may be the       survivor          this was not very consoling to mrs  bennet  and therefore        instead of making any answer  she went on as before ,2,test
4494, i cannot bear to think that they should have all this estate ,2,train
4495,if       it was not for the entail  i should not mind it           what should not you mind           i should not mind anything at all           let us be thankful that you are preserved from a state of such       insensibility           i never can be thankful  mr  bennet  for anything about the       entail ,2,test
4496,how anyone could have the conscience to entail away an       estate from one s own daughters  i cannot understand  and all for       the sake of mr  collins too ,2,train
4497,why should  he  have it more than       anybody else           i leave it to yourself to determine   said mr  bennet ,2,train
4498,chapter           miss bingley s letter arrived  and put an end to doubt ,2,val
4499,the very       first sentence conveyed the assurance of their being all settled       in london for the winter  and concluded with her brother s regret       at not having had time to pay his respects to his friends in       hertfordshire before he left the country ,2,val
4500,hope was over  entirely over  and when jane could attend to the       rest of the letter  she found little  except the professed       affection of the writer  that could give her any comfort ,2,test
4501,miss       darcy s praise occupied the chief of it ,2,val
4502,her many attractions       were again dwelt on  and caroline boasted joyfully of their       increasing intimacy  and ventured to predict the accomplishment       of the wishes which had been unfolded in her former letter ,2,test
4503,she       wrote also with great pleasure of her brother s being an inmate       of mr  darcy s house  and mentioned with raptures some plans of       the latter with regard to new furniture ,2,train
4504,elizabeth  to whom jane very soon communicated the chief of all       this  heard it in silent indignation ,2,test
4505,her heart was divided       between concern for her sister  and resentment against all       others ,2,train
4506,to caroline s assertion of her brother s being partial to       miss darcy she paid no credit ,2,train
4507,that he was really fond of jane        she doubted no more than she had ever done  and much as she had       always been disposed to like him  she could not think without       anger  hardly without contempt  on that easiness of temper  that       want of proper resolution  which now made him the slave of his       designing friends  and led him to sacrifice of his own happiness       to the caprice of their inclination ,2,val
4508,had his own happiness        however  been the only sacrifice  he might have been allowed to       sport with it in whatever manner he thought best  but her       sister s was involved in it  as she thought he must be sensible       himself ,2,test
4509,it was a subject  in short  on which reflection would be       long indulged  and must be unavailing ,2,train
4510,she could think of nothing       else  and yet whether bingley s regard had really died away  or       were suppressed by his friends  interference  whether he had been       aware of jane s attachment  or whether it had escaped his       observation  whatever were the case  though her opinion of him       must be materially affected by the difference  her sister s       situation remained the same  her peace equally wounded ,2,train
4511,a day or two passed before jane had courage to speak of her       feelings to elizabeth  but at last  on mrs  bennet s leaving them       together  after a longer irritation than usual about netherfield       and its master  she could not help saying          oh  that my dear mother had more command over herself ,2,train
4512,she can       have no idea of the pain she gives me by her continual       reflections on him ,2,train
4513,but i will not repine ,2,train
4514,it cannot last long ,2,val
4515,he will be forgot  and we shall all be as we were before          elizabeth looked at her sister with incredulous solicitude  but       said nothing ,2,test
4516, you doubt me   cried jane  slightly colouring   indeed  you have       no reason ,2,train
4517,he may live in my memory as the most amiable man of my       acquaintance  but that is all ,2,train
4518,i have nothing either to hope or       fear  and nothing to reproach him with ,2,train
4519,thank god ,2,train
4520,i have not        that  pain ,2,val
4521,a little time  therefore i shall certainly try to       get the better          with a stronger voice she soon added   i have this comfort       immediately  that it has not been more than an error of fancy on       my side  and that it has done no harm to anyone but myself           my dear jane   exclaimed elizabeth   you are too good ,2,val
4522,your       sweetness and disinterestedness are really angelic  i do not know       what to say to you ,2,test
4523,i feel as if i had never done you justice  or       loved you as you deserve          miss bennet eagerly disclaimed all extraordinary merit  and threw       back the praise on her sister s warm affection ,2,train
4524, nay   said elizabeth   this is not fair ,2,val
4525, you  wish to think all       the world respectable  and are hurt if i speak ill of anybody ,2,train
4526, i  only want to think  you  perfect  and you set yourself       against it ,2,train
4527,do not be afraid of my running into any excess  of my       encroaching on your privilege of universal good will ,2,train
4528,you need       not ,2,val
4529,there are few people whom i really love  and still fewer of       whom i think well ,2,train
4530,the more i see of the world  the more am i       dissatisfied with it  and every day confirms my belief of the       inconsistency of all human characters  and of the little       dependence that can be placed on the appearance of merit or       sense ,2,train
4531,i have met with two instances lately  one i will not       mention  the other is charlotte s marriage ,2,train
4532,it is unaccountable ,2,test
4533,in every view it is unaccountable           my dear lizzy  do not give way to such feelings as these ,2,train
4534,they       will ruin your happiness ,2,train
4535,you do not make allowance enough for       difference of situation and temper ,2,train
4536,consider mr  collins s       respectability  and charlotte s steady  prudent character ,2,test
4537,remember that she is one of a large family  that as to fortune        it is a most eligible match  and be ready to believe  for       everybody s sake  that she may feel something like regard and       esteem for our cousin           to oblige you  i would try to believe almost anything  but no       one else could be benefited by such a belief as this  for were i       persuaded that charlotte had any regard for him  i should only       think worse of her understanding than i now do of her heart ,2,val
4538,my       dear jane  mr  collins is a conceited  pompous  narrow minded        silly man  you know he is  as well as i do  and you must feel  as       well as i do  that the woman who married him cannot have a proper       way of thinking ,2,test
4539,you shall not defend her  though it is charlotte       lucas ,2,test
4540,you shall not  for the sake of one individual  change the       meaning of principle and integrity  nor endeavour to persuade       yourself or me  that selfishness is prudence  and insensibility       of danger security for happiness           i must think your language too strong in speaking of both         replied jane   and i hope you will be convinced of it by seeing       them happy together ,2,train
4541,but enough of this ,2,test
4542,you alluded to something       else ,2,train
4543,you mentioned  two  instances ,2,test
4544,i cannot misunderstand you        but i entreat you  dear lizzy  not to pain me by thinking  that       person  to blame  and saying your opinion of him is sunk ,2,train
4545,we must       not be so ready to fancy ourselves intentionally injured ,2,train
4546,we must       not expect a lively young man to be always so guarded and       circumspect ,2,val
4547,it is very often nothing but our own vanity that       deceives us ,2,val
4548,women fancy admiration means more than it does           and men take care that they should           if it is designedly done  they cannot be justified  but i have       no idea of there being so much design in the world as some       persons imagine           i am far from attributing any part of mr  bingley s conduct to       design   said elizabeth   but without scheming to do wrong  or to       make others unhappy  there may be error  and there may be misery ,2,test
4549,thoughtlessness  want of attention to other people s feelings        and want of resolution  will do the business           and do you impute it to either of those           yes  to the last ,2,test
4550,but if i go on  i shall displease you by       saying what i think of persons you esteem ,2,test
4551,stop me whilst you       can           you persist  then  in supposing his sisters influence him           yes  in conjunction with his friend           i cannot believe it ,2,train
4552,why should they try to influence him ,2,train
4553,they       can only wish his happiness  and if he is attached to me  no       other woman can secure it           your first position is false ,2,val
4554,they may wish many things besides       his happiness  they may wish his increase of wealth and       consequence  they may wish him to marry a girl who has all the       importance of money  great connections  and pride           beyond a doubt  they do wish him to choose miss darcy   replied       jane   but this may be from better feelings than you are       supposing ,2,train
4555,they have known her much longer than they have known       me  no wonder if they love her better ,2,train
4556,but  whatever may be their       own wishes  it is very unlikely they should have opposed their       brother s ,2,test
4557,what sister would think herself at liberty to do it        unless there were something very objectionable ,2,train
4558,if they believed       him attached to me  they would not try to part us  if he were so        they could not succeed ,2,val
4559,by supposing such an affection  you make       everybody acting unnaturally and wrong  and me most unhappy ,2,train
4560,do       not distress me by the idea ,2,train
4561,i am not ashamed of having been       mistaken or  at least  it is light  it is nothing in comparison       of what i should feel in thinking ill of him or his sisters ,2,train
4562,let       me take it in the best light  in the light in which it may be       understood          elizabeth could not oppose such a wish  and from this time mr        bingley s name was scarcely ever mentioned between them ,2,train
4563,mrs  bennet still continued to wonder and repine at his returning       no more  and though a day seldom passed in which elizabeth did       not account for it clearly  there was little chance of her ever       considering it with less perplexity ,2,test
4564,her daughter endeavoured to       convince her of what she did not believe herself  that his       attentions to jane had been merely the effect of a common and       transient liking  which ceased when he saw her no more  but       though the probability of the statement was admitted at the time        she had the same story to repeat every day ,2,test
4565,mrs  bennet s best       comfort was that mr  bingley must be down again in the summer ,2,test
4566,mr  bennet treated the matter differently ,2,test
4567, so  lizzy   said he       one day   your sister is crossed in love  i find ,2,train
4568,i congratulate       her ,2,train
4569,next to being married  a girl likes to be crossed a little       in love now and then ,2,val
4570,it is something to think of  and it gives       her a sort of distinction among her companions ,2,val
4571,when is your turn       to come ,2,train
4572,you will hardly bear to be long outdone by jane ,2,val
4573,now is       your time ,2,val
4574,here are officers enough in meryton to disappoint all       the young ladies in the country ,2,val
4575,let wickham be your man ,2,val
4576,he is a       pleasant fellow  and would jilt you creditably           thank you  sir  but a less agreeable man would satisfy me ,2,train
4577,we       must not all expect jane s good fortune           true   said mr  bennet   but it is a comfort to think that       whatever of that kind may befall you  you have an affectionate       mother who will make the most of it          mr  wickham s society was of material service in dispelling the       gloom which the late perverse occurrences had thrown on many of       the longbourn family ,2,train
4578,they saw him often  and to his other       recommendations was now added that of general unreserve ,2,val
4579,the       whole of what elizabeth had already heard  his claims on mr        darcy  and all that he had suffered from him  was now openly       acknowledged and publicly canvassed  and everybody was pleased to       know how much they had always disliked mr  darcy before they had       known anything of the matter ,2,train
4580,miss bennet was the only creature who could suppose there might       be any extenuating circumstances in the case  unknown to the       society of hertfordshire  her mild and steady candour always       pleaded for allowances  and urged the possibility of mistakes but       by everybody else mr  darcy was condemned as the worst of men ,2,test
4581,chapter           after a week spent in professions of love and schemes of       felicity  mr  collins was called from his amiable charlotte by       the arrival of saturday ,2,train
4582,the pain of separation  however  might       be alleviated on his side  by preparations for the reception of       his bride  as he had reason to hope  that shortly after his       return into hertfordshire  the day would be fixed that was to       make him the happiest of men ,2,train
4583,he took leave of his relations at       longbourn with as much solemnity as before  wished his fair       cousins health and happiness again  and promised their father       another letter of thanks ,2,train
4584,on the following monday  mrs  bennet had the pleasure of       receiving her brother and his wife  who came as usual to spend       the christmas at longbourn ,2,val
4585,mr  gardiner was a sensible        gentlemanlike man  greatly superior to his sister  as well by       nature as education ,2,train
4586,the netherfield ladies would have had       difficulty in believing that a man who lived by trade  and within       view of his own warehouses  could have been so well bred and       agreeable ,2,val
4587,mrs  gardiner  who was several years younger than mrs        bennet and mrs  phillips  was an amiable  intelligent  elegant       woman  and a great favourite with all her longbourn nieces ,2,train
4588,between the two eldest and herself especially  there subsisted a       particular regard ,2,test
4589,they had frequently been staying with her in       town ,2,train
4590,the first part of mrs  gardiner s business on her arrival was to       distribute her presents and describe the newest fashions ,2,train
4591,when       this was done she had a less active part to play ,2,train
4592,it became her       turn to listen ,2,train
4593,mrs  bennet had many grievances to relate  and       much to complain of ,2,train
4594,they had all been very ill used since she       last saw her sister ,2,train
4595,two of her girls had been upon the point of       marriage  and after all there was nothing in it ,2,train
4596, i do not blame jane   she continued   for jane would have got       mr  bingley if she could ,2,val
4597,but lizzy ,2,train
4598,oh  sister ,2,test
4599,it is very hard       to think that she might have been mr  collins s wife by this       time  had it not been for her own perverseness ,2,train
4600,he made her an       offer in this very room  and she refused him ,2,train
4601,the consequence of       it is  that lady lucas will have a daughter married before i       have  and that the longbourn estate is just as much entailed as       ever ,2,train
4602,the lucases are very artful people indeed  sister ,2,train
4603,they are       all for what they can get ,2,train
4604,i am sorry to say it of them  but so       it is ,2,train
4605,it makes me very nervous and poorly  to be thwarted so in       my own family  and to have neighbours who think of themselves       before anybody else ,2,train
4606,however  your coming just at this time is       the greatest of comforts  and i am very glad to hear what you       tell us  of long sleeves          mrs  gardiner  to whom the chief of this news had been given       before  in the course of jane and elizabeth s correspondence with       her  made her sister a slight answer  and  in compassion to her       nieces  turned the conversation ,2,train
4607,when alone with elizabeth afterwards  she spoke more on the       subject ,2,train
4608, it seems likely to have been a desirable match for       jane   said she ,2,test
4609, i am sorry it went off ,2,test
4610,but these things happen       so often ,2,test
4611,a young man  such as you describe mr  bingley  so       easily falls in love with a pretty girl for a few weeks  and when       accident separates them  so easily forgets her  that these sort       of inconsistencies are very frequent           an excellent consolation in its way   said elizabeth   but it       will not do for  us  ,2,val
4612,we do not suffer by accident ,2,train
4613,it does not       often happen that the interference of friends will persuade a       young man of independent fortune to think no more of a girl whom       he was violently in love with only a few days before           but that expression of  violently in love  is so hackneyed  so       doubtful  so indefinite  that it gives me very little idea ,2,test
4614,it is       as often applied to feelings which arise from a half hour s       acquaintance  as to a real  strong attachment ,2,val
4615,pray  how  violent       was  mr  bingley s love           i never saw a more promising inclination  he was growing quite       inattentive to other people  and wholly engrossed by her ,2,train
4616,every       time they met  it was more decided and remarkable ,2,train
4617,at his own       ball he offended two or three young ladies  by not asking them to       dance  and i spoke to him twice myself  without receiving an       answer ,2,train
4618,could there be finer symptoms ,2,val
4619,is not general incivility       the very essence of love           oh  yes  of that kind of love which i suppose him to have felt ,2,train
4620,poor jane ,2,train
4621,i am sorry for her  because  with her disposition  she       may not get over it immediately ,2,train
4622,it had better have happened to        you   lizzy  you would have laughed yourself out of it sooner ,2,train
4623,but do you think she would be prevailed upon to go back with us ,2,train
4624,change of scene might be of service and perhaps a little relief       from home may be as useful as anything          elizabeth was exceedingly pleased with this proposal  and felt       persuaded of her sister s ready acquiescence ,2,test
4625, i hope   added mrs  gardiner   that no consideration with regard       to this young man will influence her ,2,val
4626,we live in so different a       part of town  all our connections are so different  and  as you       well know  we go out so little  that it is very improbable that       they should meet at all  unless he really comes to see her           and  that  is quite impossible  for he is now in the custody of       his friend  and mr  darcy would no more suffer him to call on       jane in such a part of london ,2,test
4627,my dear aunt  how could you think       of it ,2,test
4628,mr  darcy may perhaps have  heard  of such a place as       gracechurch street  but he would hardly think a month s ablution       enough to cleanse him from its impurities  were he once to enter       it  and depend upon it  mr  bingley never stirs without him           so much the better ,2,train
4629,i hope they will not meet at all ,2,train
4630,but does       not jane correspond with his sister ,2,val
4631, she  will not be able to       help calling           she will drop the acquaintance entirely          but in spite of the certainty in which elizabeth affected to       place this point  as well as the still more interesting one of       bingley s being withheld from seeing jane  she felt a solicitude       on the subject which convinced her  on examination  that she did       not consider it entirely hopeless ,2,train
4632,it was possible  and sometimes       she thought it probable  that his affection might be reanimated        and the influence of his friends successfully combated by the       more natural influence of jane s attractions ,2,train
4633,miss bennet accepted her aunt s invitation with pleasure  and the       bingleys were no otherwise in her thoughts at the same time  than       as she hoped by caroline s not living in the same house with her       brother  she might occasionally spend a morning with her  without       any danger of seeing him ,2,train
4634,the gardiners stayed a week at longbourn  and what with the       phillipses  the lucases  and the officers  there was not a day       without its engagement ,2,train
4635,mrs  bennet had so carefully provided for       the entertainment of her brother and sister  that they did not       once sit down to a family dinner ,2,test
4636,when the engagement was for       home  some of the officers always made part of it of which       officers mr  wickham was sure to be one  and on these occasions        mrs  gardiner  rendered suspicious by elizabeth s warm       commendation  narrowly observed them both ,2,val
4637,without supposing       them  from what she saw  to be very seriously in love  their       preference of each other was plain enough to make her a little       uneasy  and she resolved to speak to elizabeth on the subject       before she left hertfordshire  and represent to her the       imprudence of encouraging such an attachment ,2,train
4638,to mrs  gardiner  wickham had one means of affording pleasure        unconnected with his general powers ,2,val
4639,about ten or a dozen years       ago  before her marriage  she had spent a considerable time in       that very part of derbyshire to which he belonged ,2,train
4640,they had        therefore  many acquaintances in common  and though wickham had       been little there since the death of darcy s father  it was yet       in his power to give her fresher intelligence of her former       friends than she had been in the way of procuring ,2,train
4641,mrs  gardiner had seen pemberley  and known the late mr  darcy by       character perfectly well ,2,train
4642,here consequently was an inexhaustible       subject of discourse ,2,train
4643,in comparing her recollection of pemberley       with the minute description which wickham could give  and in       bestowing her tribute of praise on the character of its late       possessor  she was delighting both him and herself ,2,test
4644,on being made       acquainted with the present mr  darcy s treatment of him  she       tried to remember some of that gentleman s reputed disposition       when quite a lad which might agree with it  and was confident at       last that she recollected having heard mr  fitzwilliam darcy       formerly spoken of as a very proud  ill natured boy ,2,train
4645,chapter           mrs  gardiner s caution to elizabeth was punctually and kindly       given on the first favourable opportunity of speaking to her       alone  after honestly telling her what she thought  she thus went       on          you are too sensible a girl  lizzy  to fall in love merely       because you are warned against it  and  therefore  i am not       afraid of speaking openly ,2,train
4646,seriously  i would have you be on your       guard ,2,train
4647,do not involve yourself or endeavour to involve him in an       affection which the want of fortune would make so very imprudent ,2,train
4648,i have nothing to say against  him   he is a most interesting       young man  and if he had the fortune he ought to have  i should       think you could not do better ,2,train
4649,but as it is  you must not let       your fancy run away with you ,2,train
4650,you have sense  and we all expect       you to use it ,2,test
4651,your father would depend on  your  resolution and       good conduct  i am sure ,2,test
4652,you must not disappoint your father           my dear aunt  this is being serious indeed           yes  and i hope to engage you to be serious likewise           well  then  you need not be under any alarm ,2,test
4653,i will take care of       myself  and of mr  wickham too ,2,train
4654,he shall not be in love with me        if i can prevent it           elizabeth  you are not serious now           i beg your pardon  i will try again ,2,train
4655,at present i am not in love       with mr  wickham  no  i certainly am not ,2,test
4656,but he is  beyond all       comparison  the most agreeable man i ever saw and if he becomes       really attached to me i believe it will be better that he should       not ,2,test
4657,i see the imprudence of it ,2,val
4658,oh ,2,train
4659, that  abominable mr  darcy ,2,test
4660,my father s opinion of me does me the greatest honour  and i       should be miserable to forfeit it ,2,train
4661,my father  however  is partial       to mr  wickham ,2,train
4662,in short  my dear aunt  i should be very sorry to       be the means of making any of you unhappy  but since we see every       day that where there is affection  young people are seldom       withheld by immediate want of fortune from entering into       engagements with each other  how can i promise to be wiser than       so many of my fellow creatures if i am tempted  or how am i even       to know that it would be wisdom to resist ,2,train
4663,all that i can promise       you  therefore  is not to be in a hurry ,2,train
4664,i will not be in a hurry       to believe myself his first object ,2,train
4665,when i am in company with       him  i will not be wishing ,2,test
4666,in short  i will do my best           perhaps it will be as well if you discourage his coming here so       very often ,2,test
4667,at least  you should not  remind  your mother of       inviting him           as i did the other day   said elizabeth with a conscious smile         very true  it will be wise in me to refrain from  that  ,2,test
4668,but do       not imagine that he is always here so often ,2,train
4669,it is on your       account that he has been so frequently invited this week ,2,train
4670,you       know my mother s ideas as to the necessity of constant company       for her friends ,2,train
4671,but really  and upon my honour  i will try to do       what i think to be the wisest  and now i hope you are satisfied          her aunt assured her that she was  and elizabeth having thanked       her for the kindness of her hints  they parted  a wonderful       instance of advice being given on such a point  without being       resented ,2,test
4672,mr  collins returned into hertfordshire soon after it had been       quitted by the gardiners and jane  but as he took up his abode       with the lucases  his arrival was no great inconvenience to mrs        bennet ,2,val
4673,his marriage was now fast approaching  and she was at       length so far resigned as to think it inevitable  and even       repeatedly to say  in an ill natured tone  that she   wished        they might be happy   thursday was to be the wedding day  and on       wednesday miss lucas paid her farewell visit  and when she rose       to take leave  elizabeth  ashamed of her mother s ungracious and       reluctant good wishes  and sincerely affected herself        accompanied her out of the room ,2,train
4674,as they went downstairs       together  charlotte said          i shall depend on hearing from you very often  eliza            that  you certainly shall           and i have another favour to ask you ,2,train
4675,will you come and see me           we shall often meet  i hope  in hertfordshire           i am not likely to leave kent for some time ,2,train
4676,promise me        therefore  to come to hunsford          elizabeth could not refuse  though she foresaw little pleasure in       the visit ,2,train
4677, my father and maria are coming to me in march   added charlotte         and i hope you will consent to be of the party ,2,test
4678,indeed  eliza        you will be as welcome as either of them          the wedding took place  the bride and bridegroom set off for kent       from the church door  and everybody had as much to say  or to       hear  on the subject as usual ,2,train
